listingId,price,area_sqft,bhk,bathrooms,parking,location,floor_number,total_floors,furnishing,facing,age_years,possession_category,possession_date,is_under_construction,data_source
SYN_00376,5660000,508,1.0,1,1,"Gummanahalli, Bengaluru",7,23,Unfurnished,East,1.0,Ready to Move,,False,Synthetic
SYN_00377,10440000,1206,2.0,2,1,"Dodsworth Layout, Whitefield",5,14,Unfurnished,East,25.8,Ready to Move,,False,Synthetic
SYN_00378,11630000,892,2.0,2,1,"Varthur, Bengaluru",0,4,Unfurnished,Unknown,7.3,Ready to Move,,False,Synthetic
SYN_00379,13470000,1271,2.0,2,1,"Gunjur, Bengaluru",4,4,Semi Furnished,West,5.8,Ready to Move,,False,Synthetic
SYN_00380,53580000,2305,4.0,4,3,"Nagashetty Halli, RMV Extension Stage 2",7,14,Semi Furnished,West,7.0,Ready to Move,,False,Synthetic
SYN_00381,14240000,933,2.0,2,2,"Immadihalli, Whitefield",5,27,Unfurnished,Unknown,10.8,Ready to Move,,False,Synthetic
SYN_00382,26610000,1948,3.0,3,1,"Janatha Colony, Carmelaram",6,9,Unfurnished,West,11.1,Ready to Move,,False,Synthetic
SYN_00383,19920000,1647,3.0,3,1,"V S Reddy Colony, Kadugodi",4,4,Semi Furnished,East,10.1,Ready to Move,,True,Synthetic
SYN_00384,19590000,1505,3.0,2,1,"V. Kallahalli, Bengaluru",9,16,Semi Furnished,East,3.5,Ready to Move,,False,Synthetic
SYN_00385,10320000,1454,3.0,3,4,"Varthur, Bengaluru",2,8,Unfurnished,West,0.6,Ready to Move,,False,Synthetic
SYN_00386,7760000,1170,2.0,2,1,"Plumeria, Kaggalipura",18,29,Unfurnished,Unknown,1.0,Ready to Move,,False,Synthetic
SYN_00387,9570000,1315,2.0,2,2,"Bommasandra, Bengaluru",9,39,Unfurnished,East,1.0,Ready to Move,,True,Synthetic
SYN_00388,11560000,1154,3.0,3,1,"Shriram Sameeksha, Singapura",13,22,Unfurnished,East,6.4,Ready to Move,,False,Synthetic
SYN_00389,18610000,1339,3.0,2,1,"Ardendale, Kannamangala - Whitefield Hoskote Road",0,5,Semi Furnished,East,0.6,Ready to Move,,False,Synthetic
SYN_00390,9640000,964,2.0,2,1,"Prakruthi Nagar, Kogilu",0,4,Semi Furnished,West,7.5,Ready to Move,,False,Synthetic
SYN_00391,16040000,1059,2.0,2,1,"Begur, Bengaluru",4,4,Semi Furnished,North,1.0,Ready to Move,,True,Synthetic
SYN_00392,11260000,1300,2.0,2,1,"Sector 2, HSR Layout",4,12,Semi Furnished,North,8.5,Ready to Move,,False,Synthetic
SYN_00393,13490000,921,2.0,2,1,"Virupakshapura, Bengaluru",11,14,Semi Furnished,West,4.0,Ready to Move,,False,Synthetic
SYN_00394,11940000,1124,2.0,2,0,"Varthur, Bengaluru",0,21,Semi Furnished,North,1.0,Ready to Move,,False,Synthetic
SYN_00395,11970000,1036,2.0,2,1,"Dodsworth Layout, Whitefield",0,14,Semi Furnished,North-East,5.1,Ready to Move,,False,Synthetic
SYN_00396,28900000,1825,3.0,2,1,"Panathur, Bengaluru",18,28,Semi Furnished,East,11.1,Upcoming,2026-12-31,True,Synthetic
SYN_00397,18610000,1663,3.0,3,1,"Gummanahalli, Bengaluru",11,33,Semi Furnished,Unknown,0.8,Ready to Move,,False,Synthetic
SYN_00398,12880000,1378,2.0,2,2,"Hunasamaranahalli, Bengaluru",5,11,Semi Furnished,Unknown,7.3,Ready to Move,,False,Synthetic
SYN_00399,6240000,654,1.0,1,1,"Boovanahalli, Bengaluru",17,21,Semi Furnished,East,1.3,Ready to Move,,False,Synthetic
SYN_00400,17120000,1071,3.0,3,1,"Jayasurya Nagar, Agrahara Layout",0,9,Semi Furnished,East,3.3,Ready to Move,,False,Synthetic
SYN_00401,24030000,1671,3.0,3,1,"Kasavanahalli, Bengaluru",5,21,Semi Furnished,North,15.2,Ready to Move,,False,Synthetic
SYN_00402,13000000,1484,3.0,3,1,"Phase I, Electronic City",26,30,Unfurnished,North,9.6,Ready to Move,,False,Synthetic
SYN_00403,26150000,1857,3.0,3,1,"Lakedew Residency- Phase 2, Harlur",9,15,Unfurnished,West,16.3,Ready to Move,,False,Synthetic
SYN_00404,8970000,1131,2.0,2,1,"Block A, Sahakara Nagar",4,13,Semi Furnished,Unknown,5.0,Ready to Move,,False,Synthetic
SYN_00405,19670000,1454,3.0,3,1,"Glen Classic, Devinagar",15,17,Unfurnished,East,5.4,Ready to Move,,False,Synthetic
SYN_00406,18330000,1128,2.0,2,1,"Seetharampalya, Hoodi",7,11,Semi Furnished,East,17.6,Ready to Move,,False,Synthetic
SYN_00407,20130000,1713,3.0,3,2,"4th Phase, JP Nagar",0,11,Unfurnished,East,7.7,Ready to Move,,False,Synthetic
SYN_00408,98630000,3882,4.0,4,1,"Nanjappa Garden, Horamavu",19,23,Unfurnished,East,1.3,Ready to Move,,False,Synthetic
SYN_00409,39730000,2565,3.0,3,1,"Classic Orchids Layout, Kalena Agrahara",8,14,Unfurnished,North,0.4,Ready to Move,,False,Synthetic
SYN_00410,16950000,1187,2.0,2,1,"Yadavanahalli, Bengaluru",20,24,Unfurnished,North,4.7,Ready to Move,,False,Synthetic
SYN_00411,14580000,1167,2.0,2,1,"Vasanthapura, Subramanyapura",17,29,Semi Furnished,East,1.0,Ready to Move,,False,Synthetic
SYN_00412,23510000,1226,3.0,3,1,"Rachenahalli, Mesthri Palya",7,21,Semi Furnished,North,4.5,Upcoming,2028-05-10,True,Synthetic
SYN_00413,10130000,854,2.0,2,1,"Phase I, Electronic City",21,21,Semi Furnished,East,12.0,Ready to Move,,False,Synthetic
SYN_00414,34610000,2108,4.0,4,2,"Phase 2, Whitefield",9,40,Semi Furnished,Unknown,2.1,Ready to Move,,False,Synthetic
SYN_00415,16950000,1445,3.5,4,1,"Konadasapura, Bengaluru",6,32,Unfurnished,East,3.1,Ready to Move,,False,Synthetic
SYN_00416,53480000,3470,4.0,4,1,"Sri Venkateshpura Layout, Sampigehalli",21,32,Semi Furnished,West,7.0,Ready to Move,,False,Synthetic
SYN_00417,22470000,1726,3.0,3,1,"Dommasandra, Bengaluru",24,27,Semi Furnished,Unknown,3.2,Upcoming,2029-01-21,True,Synthetic
SYN_00418,8400000,1133,2.0,2,2,"NN Farm Layout, Sanjaynagar",3,5,Unfurnished,East,1.0,Ready to Move,,False,Synthetic
SYN_00419,9010000,1085,2.0,2,1,"Utsav Raaga, Kannuru",1,4,Unfurnished,West,5.8,Ready to Move,,False,Synthetic
SYN_00420,16480000,1579,3.0,3,1,"Phase I, Electronic City",2,19,Unfurnished,East,4.3,Ready to Move,,False,Synthetic
SYN_00421,15840000,1210,2.0,2,1,"Aishwarya Crystal Layout, Begur",7,7,Semi Furnished,East,6.3,Ready to Move,,False,Synthetic
SYN_00422,20290000,1233,2.0,2,1,"B Narayanapura, Mahadevapura",3,3,Semi Furnished,North,10.0,Ready to Move,,False,Synthetic
SYN_00423,11820000,983,2.0,2,1,"Chikkakannalli, Bengaluru",2,4,Unfurnished,East,1.0,Ready to Move,,False,Synthetic
SYN_00424,16920000,1889,3.0,3,1,"Sarjapur, Bengaluru",0,12,Semi Furnished,Unknown,4.3,Upcoming,2027-02-17,True,Synthetic
SYN_00425,30380000,1974,3.0,2,1,"Varthur, Bengaluru",9,16,Semi Furnished,North,3.2,Ready to Move,,False,Synthetic
SYN_00426,13160000,1080,2.0,2,1,"Gummanahalli, Bengaluru",3,21,Unfurnished,East,16.0,Ready to Move,,False,Synthetic
SYN_00427,17910000,1031,3.0,3,1,"Bellandur Village, Bellandur",10,14,Semi Furnished,West,1.0,Ready to Move,,False,Synthetic
SYN_00428,8840000,1117,2.0,2,1,"Kaverappa Layout, Panathur",5,21,Unfurnished,North,1.2,Ready to Move,,False,Synthetic
SYN_00429,30150000,1421,3.0,3,1,"Venugopal Reddy Layout, Arakere",11,14,Semi Furnished,East,11.4,Ready to Move,,False,Synthetic
SYN_00430,12060000,1099,2.0,2,1,"Manayata Tech Park, Thanisandra",2,12,Unfurnished,East,2.3,Ready to Move,,False,Synthetic
SYN_00431,21180000,1522,3.0,3,1,"Dommasandra, Bengaluru",9,26,Unfurnished,West,0.9,Ready to Move,,False,Synthetic
SYN_00432,11750000,1095,2.0,2,1,"Phase 5, Chikkanayakanahalli, Choodasandra",7,15,Unfurnished,Unknown,1.0,Ready to Move,,False,Synthetic
SYN_00433,6020000,940,2.0,2,1,"Vijaya Bank Layout, Bilekahalli",2,4,Unfurnished,West,0.9,Ready to Move,,False,Synthetic
SYN_00434,8270000,730,2.0,2,1,"Gummanahalli, Bengaluru",15,30,Fully Furnished,North,5.0,Ready to Move,,False,Synthetic
SYN_00435,18990000,1287,2.0,2,1,"Chikkabana Halli, Bengaluru",1,35,Fully Furnished,North,3.9,Ready to Move,,False,Synthetic
SYN_00436,30380000,2185,3.0,3,1,"Stage 3, Indira Nagar",12,25,Semi Furnished,West,8.9,Ready to Move,,False,Synthetic
SYN_00437,6150000,858,2.0,2,1,"Belathur, K R Puram",0,4,Semi Furnished,East,1.2,Ready to Move,,False,Synthetic
SYN_00438,12070000,1065,2.0,2,2,"Belathur, K R Puram",0,7,Semi Furnished,West,26.0,Ready to Move,,False,Synthetic
SYN_00439,39640000,2553,4.0,4,2,"Rachenahalli, Jakkur",3,5,Semi Furnished,East,2.1,Ready to Move,,False,Synthetic
SYN_00440,15360000,1076,2.0,2,1,"Embassy Golf Links Business Park, Challaghatta",8,15,Unfurnished,Unknown,1.3,Upcoming,2026-04-09,True,Synthetic
SYN_00441,19440000,1052,3.0,3,1,"NN Farm Layout, Sanjaynagar",1,16,Unfurnished,East,1.0,Ready to Move,,False,Synthetic
SYN_00442,15800000,1210,2.0,2,1,"Kannuru, Bengaluru",0,9,Unfurnished,East,2.9,Ready to Move,,False,Synthetic
SYN_00443,29220000,1845,3.5,3,1,"Cheemasandra, Bengaluru",15,33,Semi Furnished,East,11.1,Upcoming,2027-11-19,True,Synthetic
SYN_00444,17020000,1322,2.0,2,1,"Bendiganahalli, Bengaluru",8,29,Unfurnished,Unknown,10.0,Ready to Move,,False,Synthetic
SYN_00445,22740000,2089,4.0,4,2,"Sudhama Nagar, Bengaluru",6,11,Fully Furnished,Unknown,16.4,Ready to Move,,False,Synthetic
SYN_00446,27290000,1870,3.0,3,1,"Dommasandra, Bengaluru",0,24,Unfurnished,North,6.3,Ready to Move,,False,Synthetic
SYN_00447,13860000,992,2.0,2,1,"Phase I, Electronic City",0,18,Semi Furnished,East,2.3,Ready to Move,,False,Synthetic
SYN_00448,14270000,1362,3.0,3,1,"Gummanahalli, Bengaluru",18,20,Unfurnished,East,20.3,Ready to Move,,False,Synthetic
SYN_00449,23990000,1776,3.0,3,1,"Dr.Shivaram Karanth Nagar, Jakkur",3,14,Semi Furnished,North,9.6,Ready to Move,,False,Synthetic
SYN_00450,20320000,2382,3.0,3,2,"Subramanyapura, Bengaluru",6,14,Semi Furnished,East,1.0,Upcoming,2027-04-11,True,Synthetic
SYN_00451,19050000,1441,3.0,3,1,"Chikkanagamangala, Bengaluru",12,12,Semi Furnished,North,1.7,Ready to Move,,False,Synthetic
SYN_00452,14850000,1317,2.0,2,1,"Boovanahalli, Bengaluru",4,5,Semi Furnished,East,7.5,Ready to Move,,False,Synthetic
SYN_00453,18560000,1171,2.0,2,1,"Prithvi Layout, Whitefield",6,6,Fully Furnished,East,5.0,Ready to Move,,False,Synthetic
SYN_00454,8210000,585,1.0,1,1,"Chikkabana Halli, Bengaluru",15,19,Unfurnished,Unknown,1.0,Ready to Move,,False,Synthetic
SYN_00455,19760000,1471,2.0,2,1,"Manayata Tech Park, Thanisandra",1,5,Semi Furnished,West,9.0,Ready to Move,,False,Synthetic
SYN_00456,9080000,830,2.0,2,1,"Phase 1, Whitefield",3,4,Semi Furnished,East,1.4,Ready to Move,,False,Synthetic
SYN_00457,21000000,1886,3.5,4,1,"Jyotipuram, Bengaluru",15,33,Semi Furnished,Unknown,11.0,Upcoming,2026-06-10,True,Synthetic
SYN_00458,12710000,1201,2.0,2,1,"Ramanjaneyanagar, Uttarahalli Hobli",8,10,Unfurnished,Unknown,0.5,Ready to Move,,False,Synthetic
SYN_00459,12790000,1392,2.0,2,1,"Terracon Doctors Enclave, Chandapura",1,4,Unfurnished,East,2.0,Upcoming,2026-06-10,True,Synthetic
SYN_00460,14100000,1255,3.0,3,1,"Chikkagubbi Village, Bengaluru",1,4,Semi Furnished,North,1.0,Ready to Move,,False,Synthetic
SYN_00461,12280000,994,2.5,2,1,"Thirumalashettyhally, Bengaluru",0,5,Semi Furnished,Unknown,9.0,Ready to Move,,False,Synthetic
SYN_00462,10760000,1126,3.0,2,2,"Gummanahalli, Bengaluru",6,13,Unfurnished,East,2.1,Upcoming,2028-08-30,True,Synthetic
SYN_00463,26770000,1778,3.0,2,1,"Phase I, Electronic City",13,31,Semi Furnished,East,20.0,Ready to Move,,False,Synthetic
SYN_00464,28500000,2119,3.0,2,1,"Virgonagar, Aavalahalli",25,28,Unfurnished,West,1.0,Upcoming,2028-03-23,True,Synthetic
SYN_00465,26710000,1628,3.0,3,2,"Varthur, Bengaluru",1,20,Unfurnished,Unknown,8.1,Ready to Move,,False,Synthetic
SYN_00466,7370000,730,2.0,2,2,"Chambenahalli, Bengaluru",3,7,Unfurnished,North,2.2,Ready to Move,,False,Synthetic
SYN_00467,58580000,3409,5.0,5,1,"Brookefield, Bengaluru",21,30,Unfurnished,West,3.5,Upcoming,2029-07-28,True,Synthetic
SYN_00468,41060000,1920,3.0,3,1,"Kithiganur, Kithiganur",1,21,Semi Furnished,West,7.1,Upcoming,2026-07-24,True,Synthetic
SYN_00469,39010000,2469,4.0,4,1,"9th Phase, JP Nagar",12,15,Semi Furnished,East,10.3,Ready to Move,,False,Synthetic
SYN_00470,11490000,1440,2.0,2,2,"Balagere, Bengaluru",2,22,Semi Furnished,East,22.0,Ready to Move,,False,Synthetic
SYN_00471,27250000,1378,3.0,3,1,"Gaundanapalya, Uttarahalli Hobli",17,18,Unfurnished,East,4.7,Upcoming,2026-06-01,True,Synthetic
SYN_00472,14590000,1103,2.0,2,3,"Gummanahalli, Bengaluru",1,12,Semi Furnished,North,1.2,Ready to Move,,False,Synthetic
SYN_00473,17820000,1269,3.0,2,1,"Sathya Sai Layout, Whitefield",13,18,Unfurnished,Unknown,0.3,Ready to Move,,False,Synthetic
SYN_00474,13140000,1238,2.0,2,1,"Thirumalashettyhally, Bengaluru",8,23,Semi Furnished,Unknown,5.7,Ready to Move,,False,Synthetic
SYN_00475,26040000,1993,3.5,4,2,"Nandi Durga Road Extension, Jayamahal",28,28,Unfurnished,East,26.6,Ready to Move,,False,Synthetic
SYN_00476,15320000,1460,3.0,3,2,"Bengaluru Hardware Park, Bengaluru",3,5,Semi Furnished,West,9.6,Ready to Move,,True,Synthetic
SYN_00477,20630000,1447,3.0,3,1,"Sai Sree Layout, Parappana Agrahara",5,23,Unfurnished,Unknown,10.1,Ready to Move,,False,Synthetic
SYN_00478,18550000,1301,2.0,2,1,"Gattahalli, Bengaluru",2,4,Unfurnished,East,10.0,Ready to Move,,False,Synthetic
SYN_00479,37330000,2565,3.0,3,1,"Uttarahalli -Manavarthekaval, Bengaluru",2,12,Unfurnished,West,1.9,Ready to Move,,False,Synthetic
SYN_00480,11530000,1207,2.0,2,0,"Rohan Iksha, Bhoganhalli",8,9,Unfurnished,Unknown,4.4,Ready to Move,,False,Synthetic
SYN_00481,25650000,1810,3.0,3,2,"Lakedew Residency- Phase 2, Harlur",5,5,Unfurnished,North,5.7,Ready to Move,,False,Synthetic
SYN_00482,20310000,1608,3.0,3,1,"P&T Layout, Thanisandra",11,14,Unfurnished,West,10.0,Ready to Move,,False,Synthetic
SYN_00483,36820000,2565,3.0,3,1,"Richmond Town, Bengaluru",13,38,Unfurnished,West,6.9,Ready to Move,,False,Synthetic
SYN_00484,65890000,3416,4.0,4,1,"Basavanna Nagar, K R Puram",16,30,Unfurnished,East,2.9,Ready to Move,,False,Synthetic
SYN_00485,10150000,1157,3.0,3,1,"Dommasandra, Bengaluru",3,4,Semi Furnished,South,10.0,Ready to Move,,False,Synthetic
SYN_00486,12250000,1152,2.0,2,1,"Chaithanya Samarth, Bommenahalli",4,12,Semi Furnished,West,7.2,Ready to Move,,False,Synthetic
SYN_00487,14730000,1131,2.0,2,1,"Sonnenahalli, K R Puram",8,9,Unfurnished,West,13.6,Ready to Move,,False,Synthetic
SYN_00488,8630000,1088,2.0,2,1,"Bommenahalli, Bengaluru",26,28,Semi Furnished,Unknown,6.0,Ready to Move,,False,Synthetic
SYN_00489,21980000,1668,3.0,3,1,"Judicial Layout 2nd Phase, Talaghattapura",5,8,Unfurnished,East,7.0,Ready to Move,,False,Synthetic
SYN_00490,11170000,730,2.0,2,1,"Ardendale, Kannamangala - Whitefield Hoskote Road",7,14,Semi Furnished,North,9.3,Ready to Move,,False,Synthetic
SYN_00491,5190000,636,1.0,1,1,"Lords Steps Layout, Panathur",5,7,Unfurnished,East,1.0,Upcoming,2028-06-06,True,Synthetic
SYN_00492,10370000,1129,2.0,2,1,"Gummanahalli, Bengaluru",1,16,Semi Furnished,South,0.6,Ready to Move,,False,Synthetic
SYN_00493,25410000,1958,3.0,2,1,"3G Homes Crimson Layout, Kadugodi",1,11,Semi Furnished,East,0.9,Upcoming,2026-06-14,True,Synthetic
SYN_00494,12340000,1125,2.0,2,2,"Parkway Homes, Rayasandra",3,14,Semi Furnished,East,1.2,Ready to Move,,False,Synthetic
SYN_00495,9710000,826,2.0,2,1,"Phase I, Electronic City",1,15,Semi Furnished,East,8.0,Ready to Move,,False,Synthetic
SYN_00496,19730000,1634,3.0,2,1,"Buena Vista, Bommenahalli",14,20,Unfurnished,East,1.0,Ready to Move,,False,Synthetic
SYN_00497,15670000,1649,3.0,2,2,"Sarjapur, Bengaluru",12,15,Semi Furnished,North,10.3,Ready to Move,,False,Synthetic
SYN_00498,43330000,2629,4.5,5,2,"Jakkur, Bengaluru",1,34,Semi Furnished,North,6.3,Ready to Move,,False,Synthetic
SYN_00499,8920000,1031,3.0,3,1,"Chikkakannalli, Bengaluru",2,5,Unfurnished,Unknown,4.8,Upcoming,2026-03-24,True,Synthetic
SYN_00500,12680000,1031,3.0,3,1,"Bellandur, Bengaluru",28,32,Unfurnished,North,14.0,Ready to Move,,True,Synthetic
