row_id,listingId,title,price,area_sqft,bhk,bathrooms,parking,location,city,latitude,longitude,floor_number,total_floors,furnishing,facing,age_years,possession_category,possession_date,is_under_construction,project_name,posted_date,propertyType,saleTag,data_source
ROW_04709,REAL_20949830,2 BHK Flat,13500000.0,1200.0,2.0,2,1,"Doddakannelli, Bengaluru",Bengaluru,12.907241,77.699455,1.0,14.0,Semi Furnished,Unknown,2.0,Ready to Move,,False,Mana Uber Verdant,2026-08-19,resale,Resale,Real
ROW_04710,SYN_00877,,12150000.0,1295.0,2.0,2,1,"Chikkagubbi Village, Bengaluru",,,,2.0,6.0,Semi Furnished,East,8.0,Ready to Move,,False,,,,,Synthetic
ROW_04711,SYN_03165,,11100000.0,1107.0,2.0,2,1,"Hunasamaranahalli, Bengaluru",,,,14.0,21.0,Semi Furnished,East,5.0,Ready to Move,,False,,,,,Synthetic
ROW_04712,SYN_01140,,12280000.0,912.0,2.0,2,1,"Chaithanya Samarth, Bommenahalli",,,,0.0,4.0,Unfurnished,Unknown,13.0,Ready to Move,,False,,,,,Synthetic
ROW_04713,REAL_21067888,3 BHK Flat,23100000.0,1123.0,3.0,3,2,"Thigala Chowdadenahalli, Bengaluru",Bengaluru,12.895463,77.749268,23.0,25.0,Unfurnished,East,1.0,Ready to Move,,False,Brigade Sanctuary,2026-09-07,resale,Resale,Real
ROW_04714,REAL_20688708,3 BHK Flat,27500000.0,2100.0,3.0,3,0,"Sector 5, HSR Layout",Bengaluru,12.918839,77.637536,3.0,4.0,Semi Furnished,East,5.0,Ready to Move,,False,,2026-09-12,resale,Resale,Real
ROW_04715,SYN_01559,,13400000.0,1484.0,3.0,3,1,"Sarjapur, Bengaluru",,,,0.0,4.0,Unfurnished,Unknown,24.0,Ready to Move,,False,,,,,Synthetic
ROW_04716,REAL_19842079,3 BHK Flat,22000000.0,1619.0,3.0,3,1,"Sarjapur, Bengaluru",Bengaluru,12.861656,77.784401,3.0,30.0,Unfurnished,East,1.0,Ready to Move,,False,Prestige Aston Park,2026-07-24,resale,Resale,Real
ROW_04717,SYN_03511,,9960000.0,1133.0,2.0,2,1,"Gummanahalli, Bengaluru",,,,13.0,13.0,Unfurnished,East,6.0,Ready to Move,,False,,,,,Synthetic
ROW_04718,REAL_20785187,3 BHK Flat,18500000.0,1360.0,3.0,2,1,"Janatha Colony, Doddakannelli",Bengaluru,12.9059593632945,77.6977001536117,1.0,5.0,Semi Furnished,East,3.0,Ready to Move,,False,,2026-07-27,resale,Resale,Real
ROW_04719,REAL_20837862,3 BHK Flat,27500000.0,1771.0,3.0,3,1,"Jyotipuram, Bengaluru",Bengaluru,12.868581,77.543205,8.0,28.0,Unfurnished,East,1.0,Ready to Move,,False,Mahindra Eden,2026-08-03,resale,Resale,Real
ROW_04720,SYN_02204,,41470000.0,2282.0,4.0,4,2,"South Avenue Layout, Gottigere",,,,8.0,14.0,Semi Furnished,North,4.2,Ready to Move,,False,,,,,Synthetic
ROW_04721,SYN_01797,,18070000.0,1705.0,3.0,3,1,"Varsova Layout, Kaggadasapura",,,,12.0,12.0,Unfurnished,West,10.0,Ready to Move,,False,,,,,Synthetic
ROW_04722,SYN_02239,,17430000.0,1215.0,2.0,2,2,"Gunjur Village, Bengaluru",,,,3.0,12.0,Semi Furnished,West,8.0,Ready to Move,,False,,,,,Synthetic
ROW_04723,SYN_02424,,14800000.0,990.0,2.0,2,1,"H Colony, New Baiyyappanahalli",,,,3.0,5.0,Semi Furnished,Unknown,4.8,Ready to Move,,False,,,,,Synthetic
ROW_04724,SYN_01851,,28450000.0,1915.0,3.0,3,1,"Vakil Garden City, Bengaluru",,,,1.0,4.0,Semi Furnished,East,10.0,Ready to Move,,True,,,,,Synthetic
ROW_04725,SYN_01838,,34150000.0,2251.0,4.0,4,2,"Phase 1, Whitefield",,,,22.0,22.0,Unfurnished,East,5.5,Ready to Move,,True,,,,,Synthetic
ROW_04726,REAL_17900202,2 BHK Flat,10700000.0,970.0,2.0,2,1,"Sarjapur, Bengaluru",Bengaluru,12.863239,77.783196,24.0,28.0,Unfurnished,East,,Ready to Move,,False,Eden Park At The Prestige City,2026-08-21,resale,Resale,Real
ROW_04727,SYN_04101,,16610000.0,1354.0,3.0,3,2,"Sri Balaji Layout, K R Puram",,,,2.0,15.0,Semi Furnished,East,1.0,Ready to Move,,False,,,,,Synthetic
ROW_04728,SYN_01564,,20460000.0,1443.0,3.0,3,1,"Kanakapura, Bengaluru",,,,15.0,21.0,Unfurnished,North,3.8,Ready to Move,,False,,,,,Synthetic
ROW_04729,SYN_00616,,15870000.0,951.0,2.0,2,1,"Sulthangunta, Shivaji Nagar",,,,19.0,43.0,Semi Furnished,Unknown,10.0,Ready to Move,,False,,,,,Synthetic
ROW_04730,REAL_21071776,3 BHK Flat,28500000.0,1750.0,3.0,3,1,"7th Phase, JP Nagar",Bengaluru,12.890753,77.579611,14.0,18.0,Semi Furnished,South,4.0,Ready to Move,,False,,2026-09-07,resale,Resale,Real
ROW_04731,SYN_00315,,46000000.0,2043.0,3.0,3,1,"Shabhari Nagar, Sahakara Nagar",,,,5.0,5.0,Unfurnished,East,11.4,Ready to Move,,False,,,,,Synthetic
ROW_04732,REAL_20964939,3 BHK Flat,8000000.0,1228.0,3.0,3,1,"Hennagara, Bommasandra",Bengaluru,12.782176,77.670441,12.0,12.0,Semi Furnished,West,9.0,Ready to Move,,False,DLF Woodland Heights,2026-08-21,resale,Resale,Real
ROW_04733,SYN_02609,,18530000.0,1194.0,3.0,3,1,"Jyotipuram, Bengaluru",,,,9.0,29.0,Unfurnished,West,3.5,Ready to Move,,False,,,,,Synthetic
ROW_04734,REAL_20966284,2 BHK Flat,10000000.0,1308.0,2.0,2,1,"Doctor Layout, Rayasandra",Bengaluru,12.874587,77.670654,7.0,11.0,Semi Furnished,East,12.0,Ready to Move,,False,GR Sagar Nivas,2026-08-21,resale,Resale,Real
ROW_04735,SYN_04305,,7340000.0,1100.0,2.0,2,1,"Glass Factory Layout, Electronic City",,,,4.0,4.0,Semi Furnished,North,13.0,Ready to Move,,False,,,,,Synthetic
ROW_04736,REAL_21095429,2 BHK Flat,7120000.0,1315.0,2.0,2,1,"BEML Cooperative Society Layout, Bengaluru",Bengaluru,12.817591425168,77.7789704402379,6.0,8.0,Semi Furnished,West,12.0,Ready to Move,,False,,2026-09-11,resale,Resale,Real
ROW_04737,SYN_04808,,25800000.0,1820.0,3.5,4,1,"Aishwarya Crystal Layout, Singasandra",,,,17.0,18.0,Semi Furnished,West,3.0,Ready to Move,,False,,,,,Synthetic
ROW_04738,SYN_03044,,7300000.0,1189.0,2.5,2,1,"Bommasandra Industrial Area, Bommasandra",,,,7.0,18.0,Semi Furnished,Unknown,4.7,Ready to Move,,False,,,,,Synthetic
ROW_04739,SYN_02213,,12380000.0,1218.0,2.0,2,1,"Kammasandra, Electronic City",,,,5.0,8.0,Unfurnished,East,1.0,Ready to Move,,False,,,,,Synthetic
ROW_04740,REAL_18834890,3 BHK Flat,20400000.0,1570.0,3.0,3,2,"Maruthi Nagar, Yelahanka",Bengaluru,13.104957,77.61512,8.0,16.0,Unfurnished,East,,Upcoming,2026-08-27,True,Vajram Vivera,2026-08-27,resale,Resale,Real
ROW_04741,SYN_03316,,20550000.0,1448.0,3.0,2,1,"East Of NGEF Layout, Kasturi Nagar",,,,18.0,18.0,Semi Furnished,East,15.0,Ready to Move,,False,,,,,Synthetic
ROW_04742,REAL_20879760,1 BHK Flat,7500000.0,689.0,1.0,1,1,"Gummanahalli, Bengaluru",Bengaluru,13.144026,77.684334,6.0,28.0,Semi Furnished,East,,Ready to Move,,False,Brigade El Dorado,2026-08-08,resale,Resale,Real
ROW_04743,SYN_00116,,25970000.0,1876.0,3.0,3,1,"Sri Balaji Krupa Layout, R.K. Hegde Nagar",,,,27.0,36.0,Semi Furnished,North,4.0,Ready to Move,,False,,,,,Synthetic
ROW_04744,REAL_20943383,3 BHK Flat,9500000.0,1490.0,3.0,2,1,"Rotary Nagar, Bommanahalli",Bengaluru,12.898667,77.618291,3.0,4.0,Semi Furnished,East,1.0,Ready to Move,,False,Mahaveer Rose,2026-08-31,resale,Resale,Real
ROW_04745,SYN_04361,,28970000.0,1432.0,3.0,2,1,"Yadavanahalli, Bengaluru",,,,7.0,9.0,Unfurnished,East,18.6,Ready to Move,,False,,,,,Synthetic
ROW_04746,REAL_20023822,3 BHK Flat,17000000.0,1500.0,3.0,3,2,"P&T Layout, Thanisandra",Bengaluru,13.055923,77.632446,15.0,33.0,Semi Furnished,North,1.0,Ready to Move,,False,Bhartiya Nikoo Homes Phase 2,2026-09-16,resale,Resale,Real
ROW_04747,REAL_20877958,2 BHK Flat,12000000.0,946.0,2.0,2,1,"Aishwarya Crystal Layout, Begur",Bengaluru,12.870757,77.645012,15.0,18.0,Semi Furnished,Unknown,1.0,Ready to Move,,False,TVS Emerald Jardin,2026-08-08,resale,Resale,Real
ROW_04748,SYN_00466,,7370000.0,730.0,2.0,2,2,"Chambenahalli, Bengaluru",,,,3.0,7.0,Unfurnished,North,2.2,Ready to Move,,False,,,,,Synthetic
ROW_04749,REAL_20761064,3 BHK Flat,19500000.0,1424.0,3.0,2,1,"Thigala Chowdadenahalli, Bengaluru",Bengaluru,12.895463,77.749268,5.0,27.0,Unfurnished,East,,Upcoming,2028-12-01,True,Brigade Sanctuary,2026-07-23,resale,Resale,Real
ROW_04750,REAL_20979509,3 BHK Flat,19000000.0,1972.0,3.0,3,1,"Chikkanagamangala, Bengaluru",Bengaluru,12.8603769319913,77.6954411550317,5.0,10.0,Unfurnished,North,,Ready to Move,,False,,2026-08-24,resale,Resale,Real
ROW_04751,SYN_00351,,25720000.0,1846.0,3.0,3,1,"Rachenahalli, Thanisandra",,,,14.0,15.0,Semi Furnished,Unknown,9.1,Ready to Move,,False,,,,,Synthetic
ROW_04752,SYN_02292,,33520000.0,1868.0,3.0,3,1,"Phase 2, Whitefield",,,,2.0,8.0,Unfurnished,East,1.8,Ready to Move,,False,,,,,Synthetic
ROW_04753,SYN_00159,,27370000.0,1769.0,3.0,3,1,"Rammana Layout, Byrathi",,,,5.0,10.0,Semi Furnished,North,1.4,Upcoming,2030-06-29,True,,,,,Synthetic
ROW_04754,SYN_01603,,13440000.0,1575.0,3.0,3,1,"Budigere Cross, Bengaluru",,,,16.0,17.0,Unfurnished,North,12.8,Ready to Move,,True,,,,,Synthetic
ROW_04755,REAL_20844302,3 BHK Flat,22500000.0,1500.0,3.0,3,1,"Yadavanahalli, Bengaluru",Bengaluru,12.786716,77.744095,21.0,38.0,Semi Furnished,East,,Upcoming,2026-12-01,True,Sobha Manhattan Towers Town Park,2026-08-04,resale,Resale,Real
ROW_04756,SYN_00809,,36690000.0,1326.0,3.0,3,1,"Stage 2, Yeswanthpur",,,,10.0,30.0,Semi Furnished,East,3.0,Ready to Move,,False,,,,,Synthetic
ROW_04757,REAL_20965233,3 BHK Flat,20000000.0,1666.0,3.0,3,1,"Munnireddy Layout, Panathur",Bengaluru,12.941384,77.701027,7.0,8.0,Fully Furnished,Unknown,10.0,Ready to Move,,False,Pranava Pranavas BSR Gitaaar,2026-08-21,resale,Resale,Real
ROW_04758,SYN_00957,,15970000.0,1036.0,3.0,2,1,"Phase 1, Whitefield",,,,36.0,40.0,Unfurnished,East,2.0,Upcoming,2026-04-24,True,,,,,Synthetic
ROW_04759,SYN_00256,,14350000.0,1604.0,3.0,3,2,"Koralur, Samethanahalli",,,,6.0,14.0,Semi Furnished,North,1.0,Upcoming,2027-11-06,True,,,,,Synthetic
ROW_04760,SYN_01663,,9020000.0,1069.0,2.0,2,1,"Kaikondrahalli, Bengaluru",,,,2.0,5.0,Unfurnished,West,12.0,Ready to Move,,False,,,,,Synthetic
ROW_04761,SYN_02658,,9110000.0,734.0,2.0,2,1,"Kyalasanahalli, Bengaluru",,,,18.0,26.0,Unfurnished,West,1.6,Ready to Move,,False,,,,,Synthetic
ROW_04762,SYN_03727,,42860000.0,2220.0,3.0,3,1,"Anjanadri Layout, Konanakunte",,,,4.0,4.0,Unfurnished,East,17.6,Ready to Move,,False,,,,,Synthetic
ROW_04763,SYN_01898,,4600000.0,617.0,1.0,1,1,"Varthur, Bengaluru",,,,12.0,24.0,Unfurnished,North,10.0,Ready to Move,,True,,,,,Synthetic
ROW_04764,SYN_02596,,26580000.0,1636.0,3.0,3,1,"Anchepalya, Bengaluru",,,,12.0,26.0,Unfurnished,East,3.3,Ready to Move,,False,,,,,Synthetic
ROW_04765,REAL_19861953,3 BHK Flat,9000000.0,1350.0,3.0,2,1,"Judicial Layout 2nd Phase, Talaghattapura",Bengaluru,12.865696,77.538199,1.0,4.0,Semi Furnished,Unknown,8.0,Ready to Move,,False,,2026-09-21,resale,Resale,Real
ROW_04766,SYN_01820,,47950000.0,2095.0,3.5,3,1,"Sahakara Nagar, Bengaluru",,,,16.0,33.0,Unfurnished,East,10.3,Ready to Move,,True,,,,,Synthetic
ROW_04767,REAL_20030857,2 BHK Flat,16500000.0,1285.0,2.0,2,1,"Jyotipuram, Bengaluru",Bengaluru,12.868581,77.543205,21.0,28.0,Unfurnished,West,,Upcoming,2026-08-10,True,Mahindra Eden,2026-08-03,resale,Resale,Real
ROW_04768,SYN_00765,,10340000.0,1196.0,2.0,2,0,"7th Phase, JP Nagar",,,,28.0,40.0,Semi Furnished,East,2.0,Ready to Move,,True,,,,,Synthetic
ROW_04769,REAL_20408349,3 BHK Flat,7500000.0,914.0,3.0,3,1,"Attibele, Bengaluru",Bengaluru,12.773048,77.755379,11.0,14.0,Semi Furnished,East,1.0,Ready to Move,,False,Shriram 107 Southeast,2026-08-10,resale,Resale,Real
ROW_04770,SYN_00298,,63190000.0,3574.0,4.0,4,3,"Basavanna Nagar, K R Puram",,,,1.0,3.0,Unfurnished,Unknown,1.3,Upcoming,2026-10-12,True,,,,,Synthetic
ROW_04771,SYN_02105,,15740000.0,1306.0,2.0,2,1,"Bommenahalli, Bengaluru",,,,3.0,22.0,Unfurnished,East,1.5,Ready to Move,,False,,,,,Synthetic
ROW_04772,SYN_00036,,20210000.0,1294.0,3.0,2,1,"Chikkabana Halli, Bengaluru",,,,2.0,30.0,Unfurnished,Unknown,1.8,Ready to Move,,False,,,,,Synthetic
ROW_04773,SYN_00454,,8210000.0,585.0,1.0,1,1,"Chikkabana Halli, Bengaluru",,,,15.0,19.0,Unfurnished,Unknown,1.0,Ready to Move,,False,,,,,Synthetic
ROW_04774,REAL_20915062,2 BHK Flat,9000000.0,1055.0,2.0,2,1,"Bommasandra Industrial Area, Bommasandra",Bengaluru,12.808459594072,77.6874166468443,4.0,14.0,Semi Furnished,East,5.0,Ready to Move,,False,,2026-08-14,resale,Resale,Real
ROW_04775,SYN_01321,,10150000.0,934.0,2.0,2,1,"Varthur, Bengaluru",,,,10.0,15.0,Unfurnished,Unknown,1.2,Ready to Move,,False,,,,,Synthetic
ROW_04776,SYN_01121,,19490000.0,1158.0,3.0,3,1,"Roopena Agrahara, Bommanahalli",,,,4.0,19.0,Semi Furnished,East,10.7,Ready to Move,,False,,,,,Synthetic
ROW_04777,SYN_04160,,23130000.0,1778.0,3.0,3,1,"Chikkakannalli, Bengaluru",,,,3.0,4.0,Unfurnished,Unknown,7.0,Ready to Move,,False,,,,,Synthetic
ROW_04778,SYN_04955,,23720000.0,1901.0,3.0,3,1,"Devin Paradise Enclave, Chokkanahalli",,,,13.0,17.0,Unfurnished,East,5.2,Ready to Move,,True,,,,,Synthetic
ROW_04779,REAL_20866881,2 BHK Flat,6801000.000000001,1068.0,2.0,2,1,"Glass Factory Layout, Electronic City",Bengaluru,12.830425,77.704484,2.0,5.0,Unfurnished,Unknown,8.0,Ready to Move,,False,Balaji Serenity,2026-08-06,resale,Resale,Real
ROW_04780,REAL_20224849,2 BHK Flat,19900000.0,1175.0,2.0,2,1,"Eastwood Township, Harlur",Bengaluru,12.900631,77.665413,14.0,20.0,Semi Furnished,North,8.0,Ready to Move,,False,Prestige Ferns Residency,2026-05-13,resale,Resale,Real
ROW_04781,SYN_01476,,12890000.0,974.0,2.0,2,2,"Adityanagar, Vidyaranyapura",,,,5.0,12.0,Unfurnished,North,7.0,Upcoming,2026-09-26,True,,,,,Synthetic
ROW_04782,SYN_02663,,14740000.0,1468.0,3.0,2,1,"Judicial Layout 2nd Phase, Talaghattapura",,,,8.0,28.0,Unfurnished,East,9.0,Ready to Move,,False,,,,,Synthetic
ROW_04783,SYN_02462,,17810000.0,2047.0,3.0,3,1,"Choodasandra, Bengaluru",,,,9.0,17.0,Unfurnished,West,0.9,Ready to Move,,False,,,,,Synthetic
ROW_04784,REAL_21113881,2 BHK Flat,12600000.0,981.0,2.0,2,1,"Dodsworth Layout, Whitefield",Bengaluru,12.9698361261294,77.7490637273097,27.0,28.0,Unfurnished,East,,Ready to Move,,False,White Field Ville,2026-09-14,resale,Resale,Real
ROW_04785,SYN_03275,,10820000.0,730.0,2.0,2,1,"Balagere, Bengaluru",,,,8.0,14.0,Semi Furnished,East,1.0,Ready to Move,,False,,,,,Synthetic
ROW_04786,SYN_04453,,10760000.0,1042.0,2.0,2,1,"Nagondanahalli, Bengaluru",,,,15.0,27.0,Unfurnished,East,2.0,Ready to Move,,False,,,,,Synthetic
ROW_04787,REAL_19696866,4 BHK Flat,17600000.0,2345.0,4.0,4,2,"Horamavu Agara, Horamavu",Bengaluru,13.035663,77.663109,1.0,4.0,Semi Furnished,North,1.0,Ready to Move,,False,S2 Violet,2026-09-13,resale,Resale,Real
ROW_04788,REAL_20129109,3 BHK Flat,26000000.0,1650.0,3.0,3,1,"Bellandur, Bengaluru",Bengaluru,12.918095,77.67585,3.0,5.0,Semi Furnished,Unknown,9.0,Ready to Move,,False,Bren Paddington,2026-08-21,resale,Resale,Real
ROW_04789,SYN_00419,,9010000.0,1085.0,2.0,2,1,"Utsav Raaga, Kannuru",,,,1.0,4.0,Unfurnished,West,5.8,Ready to Move,,False,,,,,Synthetic
ROW_04790,REAL_20449052,3 BHK Flat,25000000.0,1675.0,3.0,3,1,"Sri Balaji Krupa Layout, R.K. Hegde Nagar",Bengaluru,13.069581,77.633171,27.0,34.0,Unfurnished,West,3.0,Ready to Move,,False,Purva Atmosphere,2026-08-14,resale,Resale,Real
ROW_04791,SYN_00001,,7640000.0,1219.0,2.0,2,1,"Subramanyapura, Bengaluru",,,,13.0,18.0,Semi Furnished,North,1.6,Ready to Move,,False,,,,,Synthetic
ROW_04792,SYN_02508,,6760000.0,910.0,2.0,2,1,"Sarjapur, Bengaluru",,,,21.0,24.0,Unfurnished,Unknown,5.0,Ready to Move,,False,,,,,Synthetic
ROW_04793,SYN_02883,,30190000.0,1958.0,3.5,3,1,"Jayanagar Housing Society Layout, Subramanyapura",,,,24.0,25.0,Semi Furnished,East,1.0,Ready to Move,,False,,,,,Synthetic
ROW_04794,SYN_00097,,10930000.0,1031.0,3.0,3,2,"Varthur, Bengaluru",,,,3.0,4.0,Unfurnished,East,1.5,Ready to Move,,False,,,,,Synthetic
ROW_04795,SYN_01934,,14730000.0,1166.0,2.0,2,1,"Gummanahalli, Bengaluru",,,,8.0,24.0,Semi Furnished,North,1.1,Ready to Move,,False,,,,,Synthetic
ROW_04796,SYN_04619,,53790000.0,2590.0,4.0,4,1,"Shabhari Nagar, Sahakara Nagar",,,,10.0,17.0,Semi Furnished,East,6.9,Ready to Move,,False,,,,,Synthetic
ROW_04797,REAL_20927193,3 BHK Flat,20000000.0,1431.0,3.0,2,1,"Devasthanagalu, Varthur",Bengaluru,12.9328631165586,77.739796531709,2.0,31.0,Unfurnished,East,,Ready to Move,,False,Prestige Lavender Fields,2026-08-16,resale,Resale,Real
ROW_04798,REAL_19320286,4 BHK Flat,28700000.0,1890.0,4.0,3,3,"3G Homes Crimson Layout, Kadugodi",Bengaluru,12.98584,77.759438,18.0,19.0,Semi Furnished,Unknown,7.0,Ready to Move,,False,Alembic Urban Forest,2026-07-08,resale,Resale,Real
ROW_04799,REAL_21115104,3 BHK Flat,15500000.0,1394.0,3.0,3,1,"Doddakannelli, Bengaluru",Bengaluru,12.903101,77.696228,1.0,5.0,Semi Furnished,West,4.0,Ready to Move,,False,Smile Sunny Verano,2026-09-14,resale,Resale,Real
ROW_04800,REAL_20246547,2 BHK Flat,11000000.0,1030.0,2.0,2,1,"Yelahanka, Bengaluru",Bengaluru,13.145439,77.568901,7.0,14.0,Fully Furnished,West,4.0,Ready to Move,,False,Godrej Avenues,2026-09-06,resale,Resale,Real
ROW_04801,REAL_21140411,1 RK Flat,5000000.0,432.0,1.0,1,1,"Boovanahalli, Bengaluru",Bengaluru,13.226449,77.687851,15.0,19.0,Semi Furnished,Unknown,2.0,Ready to Move,,False,Godrej Royale Woods,2026-09-18,resale,Resale,Real
ROW_04802,SYN_01207,,22120000.0,1224.0,2.0,2,1,"Sector 1, HSR Layout",,,,0.0,5.0,Semi Furnished,East,11.1,Upcoming,2027-03-08,True,,,,,Synthetic
ROW_04803,REAL_20971791,3 BHK Flat,20500000.0,1500.0,3.0,3,1,"Bellandur, Bengaluru",Bengaluru,12.918095,77.67585,1.0,6.0,Semi Furnished,Unknown,9.0,Ready to Move,,False,Bren Paddington,2026-08-22,resale,Resale,Real
ROW_04804,SYN_02791,,40030000.0,2612.0,4.0,4,2,"Nagavara, Bengaluru",,,,8.0,13.0,Unfurnished,East,6.9,Ready to Move,,False,,,,,Synthetic
ROW_04805,SYN_01460,,7410000.0,1194.0,2.0,2,1,"Rachenahalli, Thanisandra",,,,8.0,26.0,Semi Furnished,West,5.1,Ready to Move,,False,,,,,Synthetic
ROW_04806,SYN_01208,,19590000.0,1873.0,3.0,2,1,"Gunjur Palya, Bengaluru",,,,7.0,19.0,Semi Furnished,East,1.0,Ready to Move,,False,,,,,Synthetic
ROW_04807,SYN_00884,,8770000.0,656.0,1.0,1,1,"Nirman Layout, S.Bingipura",,,,2.0,21.0,Semi Furnished,East,1.5,Ready to Move,,False,,,,,Synthetic
ROW_04808,REAL_20933377,3 BHK Flat,15500000.0,1585.0,3.0,3,1,"Bidare Agraha, Bengaluru",Bengaluru,13.037164,77.751762,1.0,11.0,Fully Furnished,East,4.0,Ready to Move,,False,SLV Central Park,2026-08-17,resale,Resale,Real
ROW_04809,REAL_19967705,1 BHK Flat,7900000.0,610.0,1.0,1,1,"Pragathi Nagar, Electronic City",Bengaluru,12.867928,77.661247,5.0,14.0,Unfurnished,East,5.0,Ready to Move,,False,Sobha Silicon Oasis,2026-09-11,resale,Resale,Real
ROW_04810,REAL_20826698,2 BHK Flat,15000000.0,1100.0,2.0,2,1,"Brookefield, Bengaluru",Bengaluru,12.956292,77.718071,6.0,12.0,Semi Furnished,North,9.0,Ready to Move,,False,Mahaveer Maple,2026-08-01,resale,Resale,Real
ROW_04811,REAL_20943920,3 BHK Flat,25000000.0,2349.0,3.0,2,1,"Kuvempu Layout, Visthar",Bengaluru,13.066234,77.652489,20.0,32.0,Semi Furnished,North,11.0,Ready to Move,,False,Sattva Gold Summit,2026-08-18,resale,Resale,Real
ROW_04812,SYN_03356,,20710000.0,1625.0,3.0,2,2,"Hadosiddapura, Carmelaram",,,,21.0,23.0,Unfurnished,East,15.0,Ready to Move,,False,,,,,Synthetic
ROW_04813,REAL_21087618,3.5 BHK Flat,18000000.0,1445.0,3.5,2,1,"Balaji Layout, Narayanapura",Bengaluru,13.0642147987842,77.645326914543,17.0,18.0,Semi Furnished,West,4.0,Ready to Move,,False,,2026-09-10,resale,Resale,Real
ROW_04814,REAL_20365327,1 BHK Flat,5799000.0,539.0,1.0,1,1,"Huvinayakanahalli, Bengaluru",Bengaluru,13.147083,77.684029,7.0,23.0,Unfurnished,East,,Upcoming,2028-06-01,True,Provident Ecopolitan Phase 2,2026-06-01,resale,Resale,Real
ROW_04815,SYN_02041,,4300000.0,432.0,1.0,1,1,"Gummanahalli, Bengaluru",,,,0.0,21.0,Semi Furnished,East,1.1,Upcoming,2029-02-16,True,,,,,Synthetic
ROW_04816,REAL_21064768,3 BHK Flat,19700000.0,1700.0,3.0,4,1,"Prakruthi Nagar, Kogilu",Bengaluru,13.098857,77.612213,8.0,12.0,Semi Furnished,East,2.0,Ready to Move,,False,BSCPL Bollineni Astra,2026-09-06,resale,Resale,Real
ROW_04817,SYN_04675,,8350000.0,609.0,1.0,1,1,"Uttarahalli -Manavarthekaval, Bengaluru",,,,0.0,9.0,Semi Furnished,South,1.0,Ready to Move,,False,,,,,Synthetic
ROW_04818,SYN_02952,,31010000.0,2565.0,3.0,3,1,"Phase 2, Electronic City Phase 2",,,,11.0,14.0,Semi Furnished,North,22.1,Ready to Move,,False,,,,,Synthetic
ROW_04819,SYN_01127,,7160000.0,1107.0,2.0,2,1,"Sompura, Bengaluru",,,,8.0,15.0,Semi Furnished,North,10.0,Ready to Move,,False,,,,,Synthetic
ROW_04820,REAL_17900195,3 BHK Flat,19500000.0,1629.0,3.0,3,1,"Sarjapur, Bengaluru",Bengaluru,12.856054,77.790207,15.0,31.0,Unfurnished,East,,Ready to Move,,False,Prestige Meridian Park Phase I At The Prestige City,2026-08-21,resale,Resale,Real
ROW_04821,SYN_00076,,17770000.0,1350.0,3.0,3,1,"Srinivasa Nagar, Banashankari",,,,10.0,14.0,Semi Furnished,Unknown,8.4,Upcoming,2027-01-01,True,,,,,Synthetic
ROW_04822,REAL_21025441,3 BHK Flat,18700000.0,1660.0,3.0,3,1,"Hosahalli, Bengaluru",Bengaluru,13.146567,77.638603,14.0,15.0,Unfurnished,East,4.0,Ready to Move,,False,Godrej Aqua,2026-09-01,resale,Resale,Real
ROW_04823,SYN_00976,,10920000.0,1201.0,2.0,2,1,"5th Phase, JP Nagar",,,,4.0,4.0,Semi Furnished,North,1.8,Ready to Move,,False,,,,,Synthetic
ROW_04824,SYN_01420,,15280000.0,1031.0,3.0,3,1,"Rachenahalli, Jakkur",,,,2.0,18.0,Semi Furnished,East,3.9,Ready to Move,,False,,,,,Synthetic
ROW_04825,SYN_03642,,25570000.0,2565.0,3.0,3,1,"Kumbalgodu, Bengaluru",,,,2.0,4.0,Unfurnished,Unknown,8.0,Ready to Move,,False,,,,,Synthetic
ROW_04826,SYN_03692,,34300000.0,1467.0,3.0,3,1,"Tigalarpalya, Brookefield",,,,3.0,4.0,Semi Furnished,North,10.2,Ready to Move,,False,,,,,Synthetic
ROW_04827,REAL_20975968,2 BHK Flat,12000000.0,1050.0,2.0,2,1,"Gunjur Palya, Bengaluru",Bengaluru,12.917422,77.717476,1.0,4.0,Semi Furnished,West,6.0,Ready to Move,,False,DSR White Waters II,2026-08-23,resale,Resale,Real
ROW_04828,REAL_20723759,2 BHK Flat,12000000.0,1290.0,2.0,2,1,"Krishna Reddy Layout, Domlur Layout",Bengaluru,12.954851,77.639427,1.0,4.0,Semi Furnished,South,16.0,Ready to Move,,False,Sudarshan Victoria,2026-07-23,resale,Resale,Real
ROW_04829,SYN_01844,,19320000.0,2075.0,3.0,3,1,"Hosapalya, Muneshwara Nagar",,,,9.0,10.0,Unfurnished,North,17.4,Ready to Move,,False,,,,,Synthetic
ROW_04830,REAL_21052655,4 BHK Flat,35400000.0,2308.0,4.0,4,2,"Devasthanagalu, Varthur",Bengaluru,12.934273,77.739616,5.0,31.0,Unfurnished,East,,Upcoming,2027-05-01,True,Prestige Lavender Fields,2026-09-04,resale,Resale,Real
ROW_04831,SYN_02262,,16060000.0,1989.0,3.0,3,2,"Aishwarya Crystal Layout, Begur",,,,1.0,5.0,Semi Furnished,Unknown,7.0,Ready to Move,,False,,,,,Synthetic
ROW_04832,SYN_04987,,6680000.0,958.0,2.0,2,1,"Residential Quarters, Yelahanka",,,,10.0,15.0,Semi Furnished,West,1.9,Ready to Move,,False,,,,,Synthetic
