price,area_sqft,bhk,bathrooms,parking,location,floor_number,total_floors,furnishing,facing,age_years,possession_category,possession_date,is_under_construction
11600000.0,1174.0,2.0,2,1,"Mullur, Bengaluru",1.0,5.0,Semi Furnished,Unknown,4.0,Ready to Move,,False
13500000.0,1434.0,3.0,3,3,"Gummanahalli, Bengaluru",13.0,29.0,Semi Furnished,East,1.0,Ready to Move,,False
23500000.0,1300.0,3.0,3,1,"Balagere, Bengaluru",7.0,15.0,Unfurnished,East,1.0,Ready to Move,,False
42900000.0,2788.0,3.0,3,1,"Dr.Shivaram Karanth Nagar, Jakkur",9.0,13.0,Unfurnished,East,,Upcoming,2026-09-15,True
20000000.0,1930.0,3.0,3,1,"Seegehalli, Whitefield - Hoskote Road, K R Puram",0.0,5.0,Unfurnished,West,,Ready to Move,,False
7800000.0,685.0,1.0,1,1,"Chikkagubbi Village, Bengaluru",0.0,4.0,Unfurnished,East,1.0,Ready to Move,,False
12000000.0,1290.0,2.0,2,1,"Krishna Reddy Layout, Domlur Layout",1.0,4.0,Semi Furnished,South,16.0,Ready to Move,,False
46000000.0,3300.0,4.0,4,3,"Omarbagh Layout, Banashankari Temple Ward",7.0,16.0,Fully Furnished,North,7.0,Ready to Move,,False
7000000.0,681.0,1.0,1,0,"Chikkagubbi Village, Bengaluru",0.0,4.0,Semi Furnished,South,1.0,Ready to Move,,False
29000000.0,1760.0,3.0,3,2,"3G Homes Crimson Layout, Kadugodi",13.0,18.0,Semi Furnished,Unknown,7.0,Ready to Move,,False
43000000.0,1915.0,3.0,3,2,"Palm Retreat Lake Front, Kaikondrahalli",7.0,9.0,Fully Furnished,East,,Ready to Move,,False
9700000.0,1000.0,2.0,2,1,"Kumbena Agrahara, K R Puram",1.0,4.0,Semi Furnished,North,6.0,Ready to Move,,False
14300000.0,1004.0,2.0,2,1,"Chowdeshwari Layout, Yelahanka",14.0,25.0,Unfurnished,East,,Ready to Move,,False
17000000.0,1533.0,3.0,3,2,"Phase 1, Whitefield",3.0,12.0,Semi Furnished,Unknown,8.0,Ready to Move,,False
10000000.0,999.0,2.0,2,1,"Gummanahalli, Bengaluru",13.0,21.0,Semi Furnished,Unknown,2.0,Ready to Move,,False
33000000.0,2146.0,3.0,3,1,"Vasanth Nagar, Bengaluru",4.0,6.0,Semi Furnished,East,7.0,Ready to Move,,False
10000000.0,977.0,2.0,2,1,"Gummanahalli, Bengaluru",15.0,21.0,Semi Furnished,West,2.0,Ready to Move,,False
13500000.0,1008.0,2.0,2,1,"Devasthanagalu, Varthur",5.0,13.0,Semi Furnished,Unknown,4.0,Ready to Move,,False
20700000.0,1620.0,3.0,3,1,"Dommasandra, Bengaluru",21.0,31.0,Semi Furnished,East,1.0,Ready to Move,,False
23500000.0,1450.0,3.0,3,1,"Varthur, Bengaluru",22.0,23.0,Semi Furnished,North,,Upcoming,2027-09-01,True
9700000.0,1210.0,2.0,2,2,"Kodigehalli, K R Puram",3.0,4.0,Semi Furnished,Unknown,2.0,Ready to Move,,False
16000000.0,1170.0,2.0,2,1,"Blue Waters, Parappana Agrahara",4.0,18.0,Fully Furnished,Unknown,6.0,Ready to Move,,False
22000000.0,1500.0,3.0,3,1,"Uttarahalli -Manavarthekaval, Bengaluru",13.0,18.0,Semi Furnished,West,1.0,Ready to Move,,False
10700000.0,1200.0,2.0,2,1,"Devasthanagalu, Varthur",3.0,5.0,Semi Furnished,West,4.0,Ready to Move,,False
9600000.0,908.0,2.0,2,1,"Judicial Layout 2nd Phase, Talaghattapura",6.0,13.0,Semi Furnished,Unknown,3.0,Ready to Move,,False
47300000.00000001,2506.0,3.0,3,2,"Gupta Layout, Halasuru",1.0,4.0,Unfurnished,Unknown,3.0,Ready to Move,,False
6500000.0,760.0,2.0,2,1,"Sarjapur, Bengaluru",3.0,4.0,Semi Furnished,East,3.0,Ready to Move,,False
37500000.0,1700.0,3.0,3,2,"Lakedew Residency- Phase 2, Harlur",6.0,16.0,Semi Furnished,Unknown,4.0,Ready to Move,,False
14500000.0,1406.0,3.0,3,1,"Bommasandra Industrial Area, Bommasandra",11.0,13.0,Semi Furnished,East,4.0,Ready to Move,,False
20000000.0,1897.0,3.0,3,1,"Hosahalli, Bengaluru",5.0,15.0,Unfurnished,Unknown,1.0,Ready to Move,,False
5600000.0,500.0,1.0,1,1,"Gummanahalli, Bengaluru",7.0,19.0,Unfurnished,North,,Upcoming,2028-09-01,True
5500000.0,770.0,2.0,1,1,"Industrial Suburb, Yeswanthpur",3.0,4.0,Semi Furnished,West,12.0,Ready to Move,,False
25000000.0,2000.0,3.0,3,1,"Jaladarsini Layout, RMV Extension Stage 2",5.0,7.0,Semi Furnished,East,15.0,Ready to Move,,False
12500000.0,1119.0,2.0,2,1,"Hosahalli, Bengaluru",10.0,15.0,Semi Furnished,Unknown,1.0,Ready to Move,,False
9700000.0,974.0,2.0,2,1,"Bengaluru Hardware Park, Bengaluru",14.0,29.0,Unfurnished,East,,Ready to Move,,False
14500000.0,1409.0,3.0,3,1,"Bengaluru Hardware Park, Bengaluru",14.0,29.0,Unfurnished,East,,Ready to Move,,False
18000000.0,1600.0,3.0,3,2,"Lottegollahalli, RMV Extension Stage 2",3.0,4.0,Semi Furnished,East,20.0,Ready to Move,,False
13000000.0,1059.0,2.0,2,2,"Navarathna Agrahara, Bengaluru",22.0,27.0,Semi Furnished,Unknown,8.0,Ready to Move,,False
16600000.0,1161.0,2.5,2,1,"Phase I, Electronic City",1.0,18.0,Semi Furnished,Unknown,9.0,Ready to Move,,False
15000000.0,1401.0,3.0,2,1,"Gummanahalli, Bengaluru",2.0,20.0,Unfurnished,West,,Upcoming,2029-06-01,True
26800000.0,1655.0,3.0,3,1,"Sri Balaji Krupa Layout, R.K. Hegde Nagar",28.0,32.0,Unfurnished,East,,Upcoming,2026-08-27,True
22500000.0,1300.0,3.0,3,1,"Nallurhalli, Whitefield",25.0,32.0,Unfurnished,East,,Upcoming,2028-06-01,True
27900000.0,2019.0,3.0,3,1,"Rachenahalli, Jakkur",7.0,13.0,Unfurnished,East,,Upcoming,2026-09-15,True
14400000.0,1332.0,3.0,2,1,"Hosahalli, Bengaluru",1.0,16.0,Unfurnished,East,,Ready to Move,,False
86000000.0,3900.0,5.0,5,2,"Kariyammana Agrahara, Bellandur",6.0,13.0,Semi Furnished,North,11.0,Ready to Move,,False
24000000.0,1817.0,3.0,3,1,"Sector 1, HSR Layout",2.0,9.0,Semi Furnished,Unknown,17.0,Ready to Move,,False
10600000.0,1036.0,2.0,2,1,"Kengeri Satellite Town, Bengaluru",8.0,12.0,Unfurnished,East,2.0,Ready to Move,,False
12000000.0,1800.0,3.0,3,1,"BHEL Layout, RR Nagar",4.0,4.0,Semi Furnished,East,3.0,Ready to Move,,False
13799999.999999998,1328.0,3.0,3,1,"Gummanahalli, Bengaluru",22.0,30.0,Semi Furnished,West,1.0,Ready to Move,,False
5600000.0,721.0,1.0,1,1,"Chambenahalli, Bengaluru",7.0,22.0,Semi Furnished,Unknown,1.0,Ready to Move,,False
11100000.000000002,992.0,2.0,2,1,"Dodsworth Layout, Whitefield",14.0,28.0,Unfurnished,East,,Ready to Move,,False
17500000.0,2100.0,4.0,4,4,"Mohammed Sab Palya, Vidyaranyapura",3.0,4.0,Fully Furnished,North,5.0,Ready to Move,,False
15300000.0,1241.0,3.0,2,1,"Hosahalli, Bengaluru",6.0,16.0,Unfurnished,North,,Ready to Move,,False
12000000.0,962.0,2.0,2,1,"Aishwarya Crystal Layout, Begur",6.0,18.0,Unfurnished,Unknown,1.0,Ready to Move,,False
14700000.0,1584.0,3.0,2,1,"Munnekollal, Bengaluru",1.0,5.0,Semi Furnished,West,10.0,Ready to Move,,False
14800000.0,1386.0,3.0,2,1,"Pattandur Agrahara, Whitefield",1.0,5.0,Semi Furnished,East,12.0,Ready to Move,,False
20000000.0,1792.0,3.0,3,1,"Jayanagar Housing Society Layout, Subramanyapura",13.0,18.0,Semi Furnished,North,15.0,Ready to Move,,False
18500000.0,1439.0,3.0,3,3,"Cambridge Layout, Halasuru",1.0,4.0,Semi Furnished,North,4.0,Ready to Move,,False
7500000.0,860.0,2.0,2,1,"Glass Factory Layout, Electronic City",3.0,7.0,Semi Furnished,West,2.0,Ready to Move,,False
6800000.0,738.0,2.0,2,1,"Bendiganahalli, Bengaluru",10.0,14.0,Unfurnished,Unknown,2.0,Ready to Move,,False
7900000.0,1229.0,3.0,3,1,"Hennagara, Bommasandra",3.0,13.0,Semi Furnished,Unknown,10.0,Ready to Move,,False
15000000.0,1097.0,2.0,2,1,"Varthur, Bengaluru",10.0,26.0,Semi Furnished,Unknown,1.0,Ready to Move,,False
14000000.0,951.0,2.0,2,1,"Phase I, Electronic City",18.0,21.0,Semi Furnished,Unknown,1.0,Ready to Move,,False
29800000.0,1850.0,3.0,3,1,"Sri Balaji Krupa Layout, R.K. Hegde Nagar",11.0,33.0,Unfurnished,West,,Upcoming,2026-08-27,True
31000000.0,2004.0,3.5,4,2,"Sathya Sai Layout, Whitefield",7.0,27.0,Unfurnished,East,,Upcoming,2026-07-31,True
5700000.0,1073.0,2.0,2,1,"Thammenahalli Village, Bengaluru",1.0,11.0,Semi Furnished,West,9.0,Ready to Move,,False
12000000.0,1061.0,2.0,2,1,"Hosahalli, Bengaluru",5.0,16.0,Unfurnished,North,,Ready to Move,,False
17500000.0,1750.0,3.0,3,1,"OMBR Layout, Banaswadi",3.0,5.0,Semi Furnished,North,9.0,Ready to Move,,False
18000000.0,1600.0,3.0,3,2,"Devasthanagalu, Varthur",9.0,23.0,Semi Furnished,Unknown,5.0,Ready to Move,,False
8000000.0,750.0,2.0,2,1,"Bendiganahalli, Bengaluru",0.0,15.0,Unfurnished,North,1.0,Ready to Move,,False
36000000.0,2541.0,3.0,4,2,"Nallurhalli, Whitefield",9.0,24.0,Unfurnished,East,,Upcoming,2026-09-18,True
13500000.0,1092.0,2.0,2,1,"Bengaluru Hardware Park, Bengaluru",4.0,28.0,Unfurnished,East,,Ready to Move,,False
57000000.0,3434.0,3.0,3,1,"Phase 1, Whitefield",8.0,28.0,Unfurnished,Unknown,,Upcoming,2026-06-09,True
25500000.0,1300.0,3.0,3,1,"Balagere, Bengaluru",6.0,15.0,Unfurnished,East,1.0,Ready to Move,,False
13799999.999999998,1305.0,3.0,3,1,"Thirumalashettyhally, Bengaluru",10.0,15.0,Semi Furnished,East,2.0,Ready to Move,,False
32599999.999999996,2182.0,3.0,3,2,"Sri Balaji Krupa Layout, R.K. Hegde Nagar",26.0,34.0,Unfurnished,Unknown,2.0,Ready to Move,,False
17100000.0,1526.0,3.0,2,1,"Sonam Layout, Visthar",8.0,14.0,Unfurnished,West,,Ready to Move,,False
9700000.0,790.0,2.0,2,1,"Prakruthi Nagar, Kogilu",9.0,10.0,Semi Furnished,East,3.0,Ready to Move,,False
19000000.0,1000.0,2.0,2,1,"Classic Orchids Layout, Kalena Agrahara",10.0,18.0,Semi Furnished,North,3.0,Ready to Move,,False
35000000.0,2503.0,4.0,4,2,"Yelahanka Airforce Base, Yelahanka",12.0,18.0,Unfurnished,East,,Ready to Move,,False
21000000.0,1100.0,2.0,2,1,"Sector 7, HSR Layout",1.0,8.0,Semi Furnished,West,21.0,Ready to Move,,False
10700000.0,1212.0,2.0,2,1,"Bychapura, Bengaluru",3.0,13.0,Unfurnished,West,2.0,Ready to Move,,False
14500000.0,1530.0,3.0,3,1,"Subramanyapura, Bengaluru",2.0,4.0,Semi Furnished,East,6.0,Ready to Move,,False
27400000.000000004,1800.0,3.0,3,2,"Kuvempu Layout, Visthar",16.0,23.0,Unfurnished,East,,Upcoming,2028-06-01,True
30600000.0,1624.0,3.0,3,1,"B Narayanapura, Mahadevapura",1.0,14.0,Semi Furnished,Unknown,14.0,Ready to Move,,False
23500000.0,1450.0,3.0,3,2,"Hanumanthappa Layout, Kyalasanahalli",18.0,18.0,Semi Furnished,East,7.0,Ready to Move,,False
6000000.0,961.0,2.0,2,2,"7th Phase, JP Nagar",2.0,4.0,Semi Furnished,East,19.0,Ready to Move,,False
32000000.0,1857.0,3.0,3,1,"Green Glen Layout, Bellandur",4.0,10.0,Semi Furnished,Unknown,17.0,Ready to Move,,False
8000000.0,1074.0,3.0,2,1,"Gummanahalli, Bengaluru",6.0,21.0,Unfurnished,Unknown,2.0,Ready to Move,,False
12000000.0,946.0,2.0,2,1,"Aishwarya Crystal Layout, Begur",9.0,18.0,Unfurnished,East,,Upcoming,2027-07-01,True
31000000.0,1975.0,3.0,3,1,"Krishna Reddy Layout, Jeevan Bima Nagar",6.0,9.0,Semi Furnished,South,22.0,Ready to Move,,False
24000000.0,1508.0,3.0,2,1,"Chikkakannalli, Bengaluru",24.0,25.0,Unfurnished,North-East,,Ready to Move,,False
36500000.0,2555.0,4.5,5,4,"Pattandur Agrahara, Whitefield",23.0,24.0,Unfurnished,Unknown,1.0,Ready to Move,,False
22000000.0,1434.0,3.0,2,1,"Belur Nagasandra, Bellandur",9.0,9.0,Semi Furnished,Unknown,16.0,Ready to Move,,False
20000000.0,1499.0,3.0,3,1,"Jigala, Bengaluru",7.0,34.0,Unfurnished,East,1.0,Ready to Move,,False
25299999.999999996,1300.0,3.0,3,1,"Balagere, Bengaluru",4.0,15.0,Unfurnished,East,1.0,Ready to Move,,False
38000000.0,3700.0,4.0,5,1,"Cleveland Town, Frazer Town",3.0,4.0,Fully Furnished,North,8.0,Ready to Move,,False
7600000.0,950.0,2.0,2,1,"Sompura, Bengaluru",4.0,4.0,Semi Furnished,North,7.0,Ready to Move,,False
7500000.0,746.0,1.0,1,1,"Gummanahalli, Bengaluru",19.0,21.0,Semi Furnished,Unknown,2.0,Ready to Move,,False
33000000.0,3891.0,5.0,4,1,"Sarjapur, Bengaluru",2.0,3.0,Unfurnished,Unknown,,Upcoming,2029-06-01,True
18000000.0,1309.0,2.0,2,1,"Lakedew Residency- Phase 2, Harlur",6.0,15.0,Semi Furnished,West,10.0,Ready to Move,,False
5390000.0,1205.0,2.0,2,2,"Tyayakana Halli, Bengaluru",1.0,5.0,Semi Furnished,West,10.0,Ready to Move,,False
8500000.0,1035.0,2.0,2,1,"Electronic City, Bengaluru",19.0,19.0,Semi Furnished,East,12.0,Ready to Move,,False
13000000.0,1401.0,3.0,3,1,"Gummanahalli, Bengaluru",2.0,20.0,Unfurnished,East,1.0,Ready to Move,,False
16000000.0,1409.0,3.0,2,1,"HV Residence, K R Puram",11.0,11.0,Fully Furnished,West,11.0,Ready to Move,,False
4800000.0,435.0,1.0,1,0,"Bengaluru Hardware Park, Bengaluru",14.0,29.0,Unfurnished,North,,Ready to Move,,False
30000000.0,1938.0,3.0,3,2,"Ardendale, Kannamangala - Whitefield Hoskote Road",3.0,27.0,Unfurnished,Unknown,1.0,Ready to Move,,False
16900000.0,1475.0,3.0,3,1,"Anekal, Bengaluru",14.0,14.0,Unfurnished,East,3.0,Ready to Move,,False
12500000.0,1054.0,2.0,2,1,"Manayata Tech Park, Thanisandra",10.0,23.0,Unfurnished,Unknown,2.0,Ready to Move,,False
31100000.0,2406.0,4.0,5,2,"Maruthi Nagar, Yelahanka",8.0,17.0,Unfurnished,East,,Upcoming,2026-08-27,True
33900000.0,1846.0,3.0,3,1,"Adarsh Palm Retreat, Bellandur",4.0,14.0,Semi Furnished,East,5.0,Ready to Move,,False
11500000.0,829.0,2.0,2,2,"Manayata Tech Park, Thanisandra",18.0,23.0,Unfurnished,Unknown,2.0,Ready to Move,,False
21500000.0,1498.0,3.0,3,1,"Balagere, Bengaluru",7.0,17.0,Unfurnished,East,,Ready to Move,,False
5000000.0,770.0,2.0,1,1,"Tunganagara, Bengaluru",3.0,4.0,Semi Furnished,North,6.0,Ready to Move,,False
23400000.0,1800.0,3.0,3,2,"Maruthi Nagar, Yelahanka",6.0,17.0,Unfurnished,East,,Upcoming,2026-08-27,True
24400000.0,1900.0,3.0,3,2,"Maruthi Nagar, Yelahanka",7.0,16.0,Unfurnished,East,,Upcoming,2026-08-27,True
25900000.0,2000.0,3.0,3,2,"Maruthi Nagar, Yelahanka",8.0,16.0,Unfurnished,East,,Upcoming,2026-08-27,True
26100000.0,2000.0,3.0,3,2,"Maruthi Nagar, Yelahanka",9.0,17.0,Unfurnished,West,,Upcoming,2026-08-27,True
21000000.0,1774.0,3.0,3,2,"Hosahalli, Bengaluru",10.0,15.0,Semi Furnished,North,1.0,Ready to Move,,False
22000000.0,1701.0,3.0,3,1,"Block A, Sahakara Nagar",5.0,17.0,Semi Furnished,Unknown,6.0,Ready to Move,,False
10000000.0,977.0,2.0,2,1,"Gummanahalli, Bengaluru",19.0,21.0,Semi Furnished,Unknown,2.0,Ready to Move,,False
24900000.000000004,1861.0,3.0,3,1,"Swamy Shivanandapuram, Shivaji Nagar",2.0,5.0,Unfurnished,East,7.0,Ready to Move,,False
52000000.0,3655.0,4.0,4,1,"Devasthanagalu, Varthur",19.0,33.0,Unfurnished,West,,Ready to Move,,False
14500000.0,1600.0,2.0,2,1,"Whitefield, Bengaluru",0.0,8.0,Unfurnished,West,10.0,Ready to Move,,False
24000000.0,1550.0,3.0,3,1,"Balagere, Bengaluru",12.0,15.0,Unfurnished,West,,Ready to Move,,False
9000000.0,1008.0,2.0,2,1,"Yelahanka New Town, Bengaluru",9.0,19.0,Unfurnished,Unknown,2.0,Ready to Move,,False
25700000.0,2060.0,3.0,3,2,"Maruthi Nagar, Yelahanka",6.0,17.0,Unfurnished,East,,Upcoming,2026-08-27,True
44500000.0,2000.0,3.0,3,1,"HAL 2nd Stage, Indira Nagar",1.0,3.0,Semi Furnished,Unknown,20.0,Ready to Move,,False
21700000.0,1600.0,3.0,3,2,"Maruthi Nagar, Yelahanka",9.0,17.0,Unfurnished,East,,Upcoming,2026-09-15,True
14000000.0,1104.0,2.0,2,1,"Chikkakannalli, Bengaluru",12.0,27.0,Unfurnished,Unknown,1.0,Ready to Move,,False
30500000.0,1970.0,3.0,3,2,"Ambedkar Colony, Yelahanka",10.0,14.0,Unfurnished,West,,Upcoming,2026-08-27,True
24000000.0,1550.0,3.0,3,1,"Balagere, Bengaluru",5.0,15.0,Unfurnished,East,1.0,Ready to Move,,False
11500000.0,935.0,2.0,2,1,"Bendiganahalli, Bengaluru",12.0,19.0,Semi Furnished,West,6.0,Ready to Move,,False
29900000.000000004,1930.0,3.0,3,2,"Ambedkar Colony, Yelahanka",6.0,14.0,Unfurnished,East,,Upcoming,2026-08-27,True
13500000.0,1092.0,2.0,2,1,"Bengaluru Hardware Park, Bengaluru",5.0,28.0,Unfurnished,East,,Ready to Move,,False
27900000.0,1650.0,3.0,3,1,"Ambedkar Colony, Yelahanka",8.0,13.0,Unfurnished,West,,Upcoming,2026-08-27,True
44900000.0,2900.0,4.0,4,2,"Ambedkar Colony, Yelahanka",7.0,14.0,Unfurnished,East,,Upcoming,2026-08-27,True
8500000.0,1545.0,3.0,3,1,"Belathur, K R Puram",3.0,4.0,Semi Furnished,East,15.0,Ready to Move,,False
26000000.0,1800.0,3.0,3,1,"Hanumanthappa Layout, Kyalasanahalli",18.0,19.0,Semi Furnished,East,7.0,Ready to Move,,False
2000000.0,400.0,1.0,1,0,"MIG Flats, Kengeri Satellite Town",,,Unfurnished,Unknown,,Ready to Move,,False
12000000.0,900.0,2.0,2,1,"Shikaripalya, Electronic City",1.0,14.0,Unfurnished,North,1.0,Ready to Move,,False
13899999.999999998,1670.0,3.0,3,1,"Dodsworth Layout, Whitefield",3.0,5.0,Semi Furnished,North,11.0,Ready to Move,,False
10500000.0,1057.0,2.0,2,1,"Gummanahalli, Bengaluru",15.0,19.0,Unfurnished,East,,Upcoming,2026-08-31,True
11399999.999999998,660.0,1.0,1,1,"Lords Steps Layout, Panathur",12.0,18.0,Unfurnished,West,,Upcoming,2029-12-01,True
34900000.0,2200.0,3.5,4,2,"Ambedkar Colony, Yelahanka",9.0,14.0,Unfurnished,East,,Upcoming,2026-08-27,True
20400000.0,1570.0,3.0,3,2,"Maruthi Nagar, Yelahanka",8.0,16.0,Unfurnished,East,,Upcoming,2026-08-27,True
18500000.0,1192.0,2.0,2,3,"Jakkur, Bengaluru",7.0,16.0,Unfurnished,East,,Ready to Move,,False
7800000.0,880.0,2.0,2,1,"Chaithanya Samarth, Bommenahalli",0.0,15.0,Unfurnished,East,1.0,Ready to Move,,False
15000000.0,1200.0,3.0,3,1,"Gummanahalli, Bengaluru",14.0,19.0,Semi Furnished,East,,Upcoming,2028-09-01,True
11500000.0,1043.0,3.0,2,1,"Gummanahalli, Bengaluru",18.0,24.0,Semi Furnished,North,1.0,Ready to Move,,False
18000000.0,1498.0,3.0,3,1,"Aishwarya Crystal Layout, Begur",6.0,18.0,Unfurnished,Unknown,1.0,Ready to Move,,False
14600000.0,1765.0,3.0,2,1,"Mullur, Bengaluru",5.0,8.0,Unfurnished,Unknown,,Upcoming,2026-08-01,True
26000000.0,1804.0,3.0,3,1,"Balagere, Bengaluru",6.0,17.0,Unfurnished,East,1.0,Ready to Move,,False
6600000.0,636.0,1.0,1,1,"Gummanahalli, Bengaluru",7.0,22.0,Unfurnished,West,2.0,Ready to Move,,False
15000000.0,1330.0,2.0,2,1,"B Narayanapura, Mahadevapura",0.0,5.0,Semi Furnished,Unknown,6.0,Ready to Move,,False
14500000.0,1112.0,2.0,2,1,"Chikkakannalli, Bengaluru",5.0,21.0,Unfurnished,East,,Upcoming,2026-09-12,True
29900000.000000004,1800.0,3.0,3,1,"Green Glen Layout, Bellandur",6.0,14.0,Unfurnished,East,6.0,Ready to Move,,False
8800000.0,977.0,2.0,2,1,"Gummanahalli, Bengaluru",6.0,21.0,Unfurnished,Unknown,2.0,Ready to Move,,False
13000000.0,1105.0,2.0,2,1,"Carmelaram, Bengaluru",25.0,27.0,Unfurnished,West,,Ready to Move,,False
39800000.0,2290.0,4.0,3,2,"Allalasandra, Bengaluru",11.0,15.0,Unfurnished,East,,Upcoming,2026-08-27,True
12500000.0,1080.0,2.0,2,1,"Budigere Cross, Bengaluru",4.0,27.0,Semi Furnished,Unknown,6.0,Ready to Move,,False
14000000.0,1277.0,3.0,2,1,"Gummanahalli, Bengaluru",10.0,21.0,Fully Furnished,Unknown,3.0,Ready to Move,,False
16500000.0,1400.0,2.0,2,1,"Phase 1, Yeswanthpur",4.0,18.0,Semi Furnished,East,11.0,Ready to Move,,False
9000000.0,1397.0,3.0,2,1,"Patel Munivenkatappa Layout, Chikkalasandra",1.0,4.0,Semi Furnished,Unknown,14.0,Ready to Move,,False
7800000.0,799.0,2.0,2,1,"Gummanahalli, Bengaluru",19.0,21.0,Semi Furnished,Unknown,2.0,Ready to Move,,False
32500000.0,1700.0,3.0,3,1,"Parappana Agrahara, Bengaluru",9.0,18.0,Semi Furnished,Unknown,5.0,Ready to Move,,False
20000000.0,1606.0,3.0,3,1,"Kodathi, Bengaluru",3.0,28.0,Unfurnished,East,2.0,Ready to Move,,False
24900000.000000004,1689.0,3.0,3,2,"Prakruthi Nagar, Kogilu",7.0,17.0,Unfurnished,East,,Upcoming,2026-08-27,True
37500000.0,2050.0,4.0,4,2,"7th Phase, JP Nagar",0.0,14.0,Unfurnished,East,1.0,Ready to Move,,False
15900000.0,1640.0,3.0,3,1,"Varthur Hobli, Panathur",2.0,3.0,Unfurnished,East,,Upcoming,2027-09-01,True
19000000.0,1345.0,3.0,2,1,"Chikkakannalli, Bengaluru",26.0,28.0,Unfurnished,East,1.0,Ready to Move,,False
28200000.0,1868.0,3.0,3,2,"Prakruthi Nagar, Kogilu",6.0,17.0,Unfurnished,East,,Upcoming,2026-08-27,True
15900000.0,1000.0,2.0,2,1,"Varthur, Bengaluru",11.0,21.0,Semi Furnished,East,1.0,Ready to Move,,False
14500000.0,1112.0,2.0,2,1,"Chikkakannalli, Bengaluru",5.0,21.0,Semi Furnished,East,,Upcoming,2026-09-12,True
16000000.0,1300.0,3.0,3,3,"Phase 7, Arakere",1.0,4.0,Fully Furnished,Unknown,8.0,Ready to Move,,False
9800000.0,1254.0,3.0,2,1,"Phase 1, Whitefield",3.0,4.0,Semi Furnished,East,7.0,Ready to Move,,False
14000000.0,1067.0,2.0,2,1,"9th Block, Jayanagar",6.0,7.0,Semi Furnished,East,35.0,Ready to Move,,False
17500000.0,1565.0,3.0,3,1,"Madagondanahalli, Electronic City",16.0,24.0,Unfurnished,East,,Ready to Move,,False
16000000.0,1200.0,3.0,2,1,"Bharath Housing Society Layout, Subramanyapura",6.0,14.0,Semi Furnished,North,11.0,Ready to Move,,False
24000000.0,2100.0,3.0,3,1,"G Muniyappa Garden, Cox Town",2.0,4.0,Semi Furnished,Unknown,25.0,Ready to Move,,False
35000000.0,3420.0,4.0,4,2,"Banashankari Layout, K R Puram",18.0,19.0,Unfurnished,East,2.0,Ready to Move,,False
100000000.0,4000.0,4.0,4,2,"Hebbal, Bengaluru",16.0,21.0,Semi Furnished,North,3.0,Ready to Move,,False
8000000.0,971.0,3.0,2,1,"Gummanahalli, Bengaluru",18.0,21.0,Unfurnished,Unknown,2.0,Ready to Move,,False
32599999.999999996,2181.0,3.0,3,2,"Sri Balaji Krupa Layout, R.K. Hegde Nagar",26.0,34.0,Unfurnished,Unknown,2.0,Ready to Move,,False
18500000.0,1834.0,3.0,3,1,"Gundappa Layout, Gottigere",3.0,4.0,Semi Furnished,North,,Upcoming,2027-07-01,True
17500000.0,1360.0,3.0,3,1,"Uttarahalli -Manavarthekaval, Bengaluru",9.0,14.0,Unfurnished,East,1.0,Ready to Move,,False
28800000.0,2021.0,3.0,3,1,"Dr.Shivaram Karanth Nagar, Jakkur",7.0,10.0,Unfurnished,West,,Upcoming,2026-08-27,True
7400000.0,1070.0,2.0,2,1,"Bommasandra, Bengaluru",1.0,4.0,Semi Furnished,East,7.0,Ready to Move,,False
30500000.0,2020.0,3.0,4,2,"Prakruthi Nagar, Kogilu",11.0,12.0,Semi Furnished,East,2.0,Ready to Move,,False
38500000.0,2245.0,4.0,4,2,"Vijay Nagar, Whitefield",6.0,13.0,Unfurnished,Unknown,1.0,Ready to Move,,False
10500000.0,1154.0,2.0,2,1,"Varthur, Bengaluru",4.0,11.0,Semi Furnished,Unknown,10.0,Ready to Move,,False
20000000.0,1399.0,3.0,2,1,"Kasavanahalli, Bengaluru",1.0,5.0,Semi Furnished,East,9.0,Ready to Move,,False
35500000.0,2226.0,4.0,4,1,"Devasthanagalu, Varthur",20.0,32.0,Unfurnished,East,,Upcoming,2026-09-09,True
22000000.0,1690.0,3.0,3,1,"Lakedew Residency- Phase 2, Harlur",9.0,14.0,Semi Furnished,East,6.0,Ready to Move,,False
17000000.0,1150.0,2.0,2,1,"Stage 3, Indira Nagar",2.0,4.0,Semi Furnished,East,15.0,Ready to Move,,False
22000000.0,1135.0,2.0,2,1,"Jayanagar Housing Society Layout, Subramanyapura",15.0,18.0,Semi Furnished,Unknown,4.0,Ready to Move,,False
23000000.0,1240.0,2.0,2,1,"Kodigehalli, K R Puram",5.0,10.0,Semi Furnished,West,2.0,Ready to Move,,False
29500000.0,1847.0,3.0,3,1,"Jakkur, Bengaluru",3.0,15.0,Unfurnished,West,1.0,Ready to Move,,False
6300000.0,1200.0,2.0,2,0,"Madivala, Bengaluru",2.0,5.0,Semi Furnished,West,9.0,Ready to Move,,False
35000000.0,3891.0,5.0,4,1,"Sarjapur, Bengaluru",2.0,3.0,Unfurnished,Unknown,,Upcoming,2029-06-01,True
15500000.0,1100.0,2.0,2,1,"Varthur, Bengaluru",24.0,26.0,Semi Furnished,East,,Ready to Move,,False
10000000.0,977.0,2.0,2,1,"Gummanahalli, Bengaluru",19.0,21.0,Semi Furnished,Unknown,3.0,Ready to Move,,False
